src,dest,ttl,win,len,mal
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
104.108.198.176 , 192.168.43.71 ,57,249,40,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,249,1340,0
104.108.198.176 , 192.168.43.71 ,57,249,568,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,548,0
104.108.198.176 , 192.168.43.71 ,57,228,832,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 151.101.8.175 ,128,17520,52,0
192.168.43.71 , 104.108.198.176 ,128,68,807,0
192.168.43.71 , 104.108.198.176 ,128,68,805,0
192.168.43.71 , 104.108.198.176 ,128,67,851,0
192.168.43.71 , 104.108.198.176 ,128,67,853,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,237,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1078,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,1340,0
104.108.198.176 , 192.168.43.71 ,57,228,548,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,228,832,0
104.108.198.176 , 192.168.43.71 ,57,228,1132,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,853,0
151.101.8.175 , 192.168.43.71 ,56,28400,52,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,261,1340,0
104.108.198.176 , 192.168.43.71 ,57,261,104,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,284,1340,0
104.108.198.176 , 192.168.43.71 ,57,284,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,284,1340,0
104.108.198.176 , 192.168.43.71 ,57,284,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,284,1340,0
104.108.198.176 , 192.168.43.71 ,57,284,1340,0
104.108.198.176 , 192.168.43.71 ,57,250,40,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 23.77.61.199 ,128,17520,52,0
192.168.43.71 , 23.77.61.199 ,128,17520,52,0
192.168.43.71 , 23.77.61.199 ,128,17520,52,0
104.108.198.176 , 192.168.43.71 ,57,284,865,0
192.168.43.71 , 23.77.61.199 ,128,17520,52,0
192.168.43.71 , 151.101.8.175 ,128,68,557,0
192.168.43.71 , 104.108.198.176 ,128,68,850,0
192.168.43.71 , 23.77.61.199 ,128,17520,52,0
104.108.198.176 , 192.168.43.71 ,57,250,1340,0
192.168.43.71 , 104.108.198.176 ,128,65,40,0
104.108.198.176 , 192.168.43.71 ,57,250,774,0
104.108.198.176 , 192.168.43.71 ,57,250,40,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,250,1340,0
104.108.198.176 , 192.168.43.71 ,57,250,1340,0
104.108.198.176 , 192.168.43.71 ,57,250,116,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,261,1340,0
104.108.198.176 , 192.168.43.71 ,57,261,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,261,963,0
192.168.43.71 , 104.108.198.176 ,128,68,856,0
192.168.43.71 , 104.108.198.176 ,128,65,849,0
192.168.43.71 , 104.108.198.176 ,128,68,848,0
192.168.43.71 , 104.108.198.176 ,128,68,851,0
192.168.43.71 , 104.108.198.176 ,128,64,850,0
151.101.8.175 , 192.168.43.71 ,56,58,40,0
151.101.8.175 , 192.168.43.71 ,56,58,1340,0
151.101.8.175 , 192.168.43.71 ,56,58,1340,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
151.101.8.175 , 192.168.43.71 ,56,58,1340,0
151.101.8.175 , 192.168.43.71 ,56,58,1340,0
151.101.8.175 , 192.168.43.71 ,56,58,129,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
23.77.61.199 , 192.168.43.71 ,56,29200,52,0
23.77.61.199 , 192.168.43.71 ,56,29200,52,0
23.77.61.199 , 192.168.43.71 ,56,29200,52,0
23.77.61.199 , 192.168.43.71 ,56,29200,52,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
192.168.43.71 , 151.101.8.175 ,128,68,133,0
192.168.43.71 , 23.77.61.199 ,128,68,557,0
192.168.43.71 , 23.77.61.199 ,128,68,557,0
192.168.43.71 , 23.77.61.199 ,128,68,557,0
192.168.43.71 , 23.77.61.199 ,128,68,557,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
104.108.198.176 , 192.168.43.71 ,57,274,135,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,297,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,850,0
104.108.198.176 , 192.168.43.71 ,57,297,1057,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,286,1340,0
192.168.43.71 , 151.101.8.175 ,128,68,452,0
192.168.43.71 , 104.108.198.176 ,128,68,849,0
104.108.198.176 , 192.168.43.71 ,57,286,1103,0
23.77.61.199 , 192.168.43.71 ,56,29200,52,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,262,1340,0
104.108.198.176 , 192.168.43.71 ,57,262,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,262,561,0
104.108.198.176 , 192.168.43.71 ,57,262,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,850,0
192.168.43.71 , 104.108.198.176 ,128,66,849,0
104.108.198.176 , 192.168.43.71 ,57,262,1340,0
104.108.198.176 , 192.168.43.71 ,57,262,269,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,850,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
104.108.198.176 , 192.168.43.71 ,57,274,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,274,622,0
192.168.43.71 , 104.108.198.176 ,128,66,849,0
151.101.8.175 , 192.168.43.71 ,56,58,282,0
192.168.43.71 , 151.101.8.175 ,128,67,40,0
151.101.8.175 , 192.168.43.71 ,56,60,1340,0
151.101.8.175 , 192.168.43.71 ,56,60,1340,0
151.101.8.175 , 192.168.43.71 ,56,60,228,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
151.101.8.175 , 192.168.43.71 ,56,60,1340,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
151.101.8.175 , 192.168.43.71 ,56,60,1340,0
151.101.8.175 , 192.168.43.71 ,56,60,228,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
151.101.8.175 , 192.168.43.71 ,56,60,1340,0
151.101.8.175 , 192.168.43.71 ,56,60,1340,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
151.101.8.175 , 192.168.43.71 ,56,60,228,0
104.108.198.176 , 192.168.43.71 ,57,286,1340,0
104.108.198.176 , 192.168.43.71 ,57,286,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,286,1340,0
104.108.198.176 , 192.168.43.71 ,57,286,847,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,310,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,848,0
104.108.198.176 , 192.168.43.71 ,57,310,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,310,966,0
23.77.61.199 , 192.168.43.71 ,56,237,40,0
23.77.61.199 , 192.168.43.71 ,56,237,40,0
23.77.61.199 , 192.168.43.71 ,56,237,40,0
192.168.43.71 , 151.101.8.175 ,128,67,40,0
192.168.43.71 , 104.108.198.176 ,128,64,828,0
23.77.61.199 , 192.168.43.71 ,56,237,1340,0
23.77.61.199 , 192.168.43.71 ,56,237,1340,0
23.77.61.199 , 192.168.43.71 ,56,237,1340,0
23.77.61.199 , 192.168.43.71 ,56,237,310,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
192.168.43.71 , 23.77.61.199 ,128,68,166,0
23.77.61.199 , 192.168.43.71 ,56,237,1340,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
23.77.61.199 , 192.168.43.71 ,56,237,310,0
23.77.61.199 , 192.168.43.71 ,56,237,1340,0
23.77.61.199 , 192.168.43.71 ,56,237,1340,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
23.77.61.199 , 192.168.43.71 ,56,237,309,0
23.77.61.199 , 192.168.43.71 ,56,237,40,0
192.168.43.71 , 23.77.61.199 ,128,67,166,0
192.168.43.71 , 23.77.61.199 ,128,67,166,0
192.168.43.71 , 23.77.61.199 ,128,67,40,0
192.168.43.71 , 23.77.61.199 ,128,67,40,0
192.168.43.71 , 23.77.61.199 ,128,68,133,0
192.168.43.71 , 23.77.61.199 ,128,68,297,0
192.168.43.71 , 23.77.61.199 ,128,68,118,0
192.168.43.71 , 23.77.61.199 ,128,68,110,0
192.168.43.71 , 23.77.61.199 ,128,68,125,0
23.77.61.199 , 192.168.43.71 ,56,237,1340,0
23.77.61.199 , 192.168.43.71 ,56,237,1340,0
23.77.61.199 , 192.168.43.71 ,56,237,310,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
151.101.8.175 , 192.168.43.71 ,56,60,1340,0
151.101.8.175 , 192.168.43.71 ,56,60,1340,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
192.168.43.71 , 23.77.61.199 ,128,68,166,0
151.101.8.175 , 192.168.43.71 ,56,60,1340,0
151.101.8.175 , 192.168.43.71 ,56,60,958,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,275,1340,0
104.108.198.176 , 192.168.43.71 ,57,275,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,275,1190,0
104.108.198.176 , 192.168.43.71 ,57,299,1340,0
192.168.43.71 , 104.108.198.176 ,128,63,816,0
104.108.198.176 , 192.168.43.71 ,57,299,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,299,1340,0
104.108.198.176 , 192.168.43.71 ,57,299,988,0
104.108.198.176 , 192.168.43.71 ,57,275,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,796,0
104.108.198.176 , 192.168.43.71 ,57,275,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,275,1340,0
104.108.198.176 , 192.168.43.71 ,57,275,627,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,796,0
104.108.198.176 , 192.168.43.71 ,57,287,1340,0
104.108.198.176 , 192.168.43.71 ,57,287,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,287,1338,0
104.108.198.176 , 192.168.43.71 ,57,299,1340,0
104.108.198.176 , 192.168.43.71 ,57,299,72,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,63,793,0
192.168.43.71 , 104.108.198.176 ,128,68,805,0
104.108.198.176 , 192.168.43.71 ,57,322,1340,0
104.108.198.176 , 192.168.43.71 ,57,322,645,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
23.77.61.199 , 192.168.43.71 ,56,237,282,0
23.77.61.199 , 192.168.43.71 ,56,245,40,0
23.77.61.199 , 192.168.43.71 ,56,245,117,0
192.168.43.71 , 23.77.61.199 ,128,67,40,0
192.168.43.71 , 23.77.61.199 ,128,67,78,0
192.168.43.71 , 104.108.198.176 ,128,68,793,0
23.77.61.199 , 192.168.43.71 ,56,237,282,0
23.77.61.199 , 192.168.43.71 ,56,237,282,0
192.168.43.71 , 23.77.61.199 ,128,0,40,0
192.168.43.71 , 23.77.61.199 ,128,0,40,0
23.77.61.199 , 192.168.43.71 ,56,237,86,0
23.77.61.199 , 192.168.43.71 ,56,237,86,0
23.77.61.199 , 192.168.43.71 ,56,237,71,0
23.77.61.199 , 192.168.43.71 ,56,237,40,0
23.77.61.199 , 192.168.43.71 ,56,237,71,0
23.77.61.199 , 192.168.43.71 ,56,237,40,0
23.77.61.199 , 192.168.43.71 ,56,245,1093,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
23.77.61.199 , 192.168.43.71 ,56,245,1340,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
192.168.43.71 , 151.101.8.175 ,128,68,481,0
23.77.61.199 , 192.168.43.71 ,56,245,846,0
23.77.61.199 , 192.168.43.71 ,56,237,282,0
23.77.61.199 , 192.168.43.71 ,56,245,1340,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
23.77.61.199 , 192.168.43.71 ,56,245,1340,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
23.77.61.199 , 192.168.43.71 ,56,245,1340,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
23.77.61.199 , 192.168.43.71 ,56,245,1340,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
23.77.61.199 , 192.168.43.71 ,56,245,1340,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
23.77.61.199 , 192.168.43.71 ,56,245,1340,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 23.77.61.199 ,128,67,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1262,0
23.77.61.199 , 192.168.43.71 ,56,245,1340,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
23.77.61.199 , 192.168.43.71 ,56,245,1340,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
23.77.61.199 , 192.168.43.71 ,56,245,1340,0
23.77.61.199 , 192.168.43.71 ,56,245,1340,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,63,827,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
104.108.198.176 , 192.168.43.71 ,57,312,235,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,831,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,548,0
23.77.61.199 , 192.168.43.71 ,56,228,1340,0
23.77.61.199 , 192.168.43.71 ,56,228,129,0
104.108.198.176 , 192.168.43.71 ,57,300,1340,0
104.108.198.176 , 192.168.43.71 ,57,300,1340,0
104.108.198.176 , 192.168.43.71 ,57,300,392,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 23.77.61.199 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,836,0
104.108.198.176 , 192.168.43.71 ,57,288,832,0
192.168.43.71 , 104.108.198.176 ,128,68,805,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,793,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
104.108.198.176 , 192.168.43.71 ,57,312,379,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,834,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,335,1340,0
104.108.198.176 , 192.168.43.71 ,57,335,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,335,1340,0
192.168.43.71 , 151.101.8.175 ,128,68,481,0
104.108.198.176 , 192.168.43.71 ,57,335,978,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 104.108.198.176 ,128,68,848,0
151.101.8.175 , 192.168.43.71 ,56,62,1340,0
151.101.8.175 , 192.168.43.71 ,56,62,1340,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
192.168.43.71 , 23.77.61.199 ,128,68,78,0
151.101.8.175 , 192.168.43.71 ,56,62,228,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 151.101.8.175 ,128,67,40,0
192.168.43.71 , 104.108.198.176 ,128,63,827,0
151.101.8.175 , 192.168.43.71 ,56,62,1340,0
151.101.8.175 , 192.168.43.71 ,56,62,1340,0
151.101.8.175 , 192.168.43.71 ,56,62,228,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
151.101.8.175 , 192.168.43.71 ,56,62,1340,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
151.101.8.175 , 192.168.43.71 ,56,62,1340,0
151.101.8.175 , 192.168.43.71 ,56,62,228,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
151.101.8.175 , 192.168.43.71 ,56,62,1340,0
151.101.8.175 , 192.168.43.71 ,56,62,1340,0
151.101.8.175 , 192.168.43.71 ,56,62,228,0
151.101.8.175 , 192.168.43.71 ,56,62,1340,0
151.101.8.175 , 192.168.43.71 ,56,62,1340,0
151.101.8.175 , 192.168.43.71 ,56,62,228,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
151.101.8.175 , 192.168.43.71 ,56,62,1340,0
151.101.8.175 , 192.168.43.71 ,56,62,1340,0
151.101.8.175 , 192.168.43.71 ,56,62,58,0
23.77.61.199 , 192.168.43.71 ,56,245,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,300,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
192.168.43.71 , 23.77.61.199 ,128,68,123,0
104.108.198.176 , 192.168.43.71 ,57,300,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,300,1340,0
104.108.198.176 , 192.168.43.71 ,57,300,1340,0
104.108.198.176 , 192.168.43.71 ,57,300,181,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,324,798,0
192.168.43.71 , 104.108.198.176 ,128,68,842,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,65,848,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
192.168.43.71 , 104.108.198.176 ,128,319,40,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,312,1340,0
104.108.198.176 , 192.168.43.71 ,57,312,548,0
192.168.43.71 , 104.108.198.176 ,128,68,40,0
151.101.8.175 , 192.168.43.71 ,56,55,1340,0
151.101.8.175 , 192.168.43.71 ,56,55,910,0
192.168.43.71 , 151.101.8.175 ,128,68,40,0
104.108.198.176 , 192.168.43.71 ,57,312,52,0
104.108.198.176 , 192.168.43.71 ,57,335,52,0
104.108.198.176 , 192.168.43.71 ,57,288,1340,0
104.108.198.176 , 192.168.43.71 ,57,288,452,0
104.108.198.176 , 192.168.43.71 ,57,325,40,0
104.108.198.176 , 192.168.43.71 ,57,325,555,0
151.101.8.175 , 192.168.43.71 ,56,62,52,0
104.108.198.176 , 192.168.43.71 ,57,348,40,0
104.108.198.176 , 192.168.43.71 ,57,348,650,0
